terrain,metric,mean,median,std,min,max,skew,kurtosis,num_points
alps_tile_44.3491225_44.8491225_6.2590871_6.7590871,salida_dem_branchLength,3.6831785833580226,3.29066,1.9086159352998844,0.0,16.2914,1.3136973055414514,2.7109602290760453,3240000
alps_tile_44.3491225_44.8491225_6.2590871_6.7590871,salida_dem_curvProfile,8.658142975464703e-05,0.000147619,0.002524111137544483,-0.0461482,0.0367925,-0.944220450611566,11.01865765094127,3221333
alps_tile_44.3491225_44.8491225_6.2590871_6.7590871,salida_dem_slopeGradient,0.5306751866327476,0.46366,0.36275744437746055,0.0,8.89088,1.8991228832153082,8.97501404050745,3240000
alps_tile_44.3491225_44.8491225_6.2590871_6.7590871,salida_dem_streamArea,1.4828323490308641,1.31951,0.5432704621017784,1.0,6.65338,2.4106571089788167,8.77708090751049,3240000
alps_tile_44.3491225_44.8491225_6.2590871_6.7590871,salida_dem_surfaceRoughness,0.06665467445052956,0.0525315,0.051616027105223825,-8.81961e-13,0.36679,1.29745269152073,1.6781641359414126,3240000
alps_tile_44.3491225_44.8491225_6.2590871_6.7590871,salida_dem_tpi,0.08811528974494202,-3.47467,47.912360035462605,-239.502,347.192,0.5263690020497303,1.5211816022782285,3240000
alps_tile_47.3491225_47.8491225_15.7590871_16.2590871,salida_dem_branchLength,2.867967448891975,2.61313,1.493414176437123,0.0,12.6292,1.032851323941382,1.977842536685551,3240000
alps_tile_47.3491225_47.8491225_15.7590871_16.2590871,salida_dem_curvProfile,5.290500992366734e-05,-1.22842e-05,0.002426866631321706,-0.0317874,0.0347102,0.5646110191470369,7.31570920058922,3240000
alps_tile_47.3491225_47.8491225_15.7590871_16.2590871,salida_dem_slopeGradient,0.28350665984265455,0.235178,0.22498375256221764,0.0,4.99439,1.5735253055910567,5.325925815044558,3240000
alps_tile_47.3491225_47.8491225_15.7590871_16.2590871,salida_dem_streamArea,1.3793255905061728,1.24573,0.429926071029787,1.0,5.76048,2.3401552154329672,8.788910259405498,3240000
alps_tile_47.3491225_47.8491225_15.7590871_16.2590871,salida_dem_surfaceRoughness,0.03518456222784073,0.0260283,0.03182326337661412,0.000435595,0.272086,1.6103443071222387,3.3249266529514196,3240000
alps_tile_47.3491225_47.8491225_15.7590871_16.2590871,salida_dem_tpi,-0.011429594862262025,-0.2066015,27.890430420819943,-225.164,206.074,0.05733997487139059,1.9257785125449667,3240000
andes_chile_tile_-27.4034293_-26.9034293_-69.4591329_-68.9591329,salida_dem_branchLength,2.9163459880246907,2.58009,1.6940667282582338,0.0,14.6617,1.4440729272298132,3.4946158440704345,3240000
andes_chile_tile_-27.4034293_-26.9034293_-69.4591329_-68.9591329,salida_dem_curvProfile,6.131214636474638e-05,4.261735e-05,0.0014203617580590207,-0.0150868,0.0151044,0.40440155120802695,6.618117238223022,3236208
andes_chile_tile_-27.4034293_-26.9034293_-69.4591329_-68.9591329,salida_dem_slopeGradient,0.2566018048734261,0.223285,0.18453304716300722,0.0,2.69833,0.9376419656314239,1.0068521335984997,3240000
andes_chile_tile_-27.4034293_-26.9034293_-69.4591329_-68.9591329,salida_dem_streamArea,1.3659736774413587,1.24573,0.46578608232268903,1.0,6.57169,2.6975996028866325,11.311715141099326,3240000
andes_chile_tile_-27.4034293_-26.9034293_-69.4591329_-68.9591329,salida_dem_surfaceRoughness,0.028602174504776225,0.0241293,0.023926719951039593,0.000189461,0.165728,1.125247790485883,1.432318965029249,3240000
andes_chile_tile_-27.4034293_-26.9034293_-69.4591329_-68.9591329,salida_dem_tpi,0.013999300286002072,-0.5306735,30.18762749967194,-142.701,185.478,0.09853281553924997,1.4445885868941524,3240000
andes_chile_tile_-27.9034293_-27.4034293_-69.4591329_-68.9591329,salida_dem_branchLength,3.161130842913579,2.79793,1.7926996567002096,0.0,16.8843,1.4138880885848335,3.36576116267714,3240000
andes_chile_tile_-27.9034293_-27.4034293_-69.4591329_-68.9591329,salida_dem_curvProfile,6.053295696905138e-05,6.31287e-05,0.0013537640894691607,-0.0195718,0.0210543,0.1907935393752331,7.917271273038589,3221633
andes_chile_tile_-27.9034293_-27.4034293_-69.4591329_-68.9591329,salida_dem_slopeGradient,0.2722524094483643,0.23289,0.19858088040320446,0.0,3.77516,1.148988177287236,2.741455947232873,3240000
andes_chile_tile_-27.9034293_-27.4034293_-69.4591329_-68.9591329,salida_dem_streamArea,1.4033197981790129,1.24573,0.4971887423002633,1.0,7.22724,2.66285993364867,10.863066477401942,3240000
andes_chile_tile_-27.9034293_-27.4034293_-69.4591329_-68.9591329,salida_dem_surfaceRoughness,0.029083435204686266,0.0227693,0.026014458300434248,-1.32558e-11,0.226637,1.5486561923968745,3.366374615509786,3240000
andes_chile_tile_-27.9034293_-27.4034293_-69.4591329_-68.9591329,salida_dem_tpi,0.012613765370866505,-1.34808,31.318696772311544,-191.962,208.155,0.28224019881008844,1.9052719477025128,3240000
himalaya_tile_27.082269_27.582269_90.7881686_91.2881686,salida_dem_branchLength,3.5208008864135785,3.13503,1.6853270871467039,0.0,12.9734,1.2462165213810854,1.8538681604909515,3240000
himalaya_tile_27.082269_27.582269_90.7881686_91.2881686,salida_dem_curvProfile,3.9767037351615847e-05,-1.455245e-05,0.002125448266666674,-0.0321892,0.026359,0.635758878446236,7.172434480703766,3240000
himalaya_tile_27.082269_27.582269_90.7881686_91.2881686,salida_dem_slopeGradient,0.6066075315588894,0.563853,0.3052879957691651,0.0,6.2202,1.4001318184367806,5.20955960577426,3240000
himalaya_tile_27.082269_27.582269_90.7881686_91.2881686,salida_dem_streamArea,1.4517015871635808,1.31951,0.5188527316656419,1.0,5.91131,2.30514712843911,7.493274473440806,3240000
himalaya_tile_27.082269_27.582269_90.7881686_91.2881686,salida_dem_surfaceRoughness,0.08650430512174694,0.07980605,0.04821034195737021,0.00339386,0.312828,0.7017884489201538,0.16195351197697683,3240000
himalaya_tile_27.082269_27.582269_90.7881686_91.2881686,salida_dem_tpi,-0.03827214838021649,0.6620820000000001,60.19831247373095,-309.491,320.088,-0.10507071106473523,0.3488473207384559,3240000
himalaya_tile_28.582269_29.082269_82.7881686_83.2881686,salida_dem_branchLength,3.5175975642561763,3.13503,1.700275049579537,0.0,14.7787,1.3578260145264522,2.7289680571540202,3240000
himalaya_tile_28.582269_29.082269_82.7881686_83.2881686,salida_dem_curvProfile,8.002025654578803e-05,8.12176e-05,0.0023470185229782525,-0.032389,0.0542212,-0.10624057173337559,7.8657769992905155,3239993
himalaya_tile_28.582269_29.082269_82.7881686_83.2881686,salida_dem_slopeGradient,0.6850934265091362,0.634257,0.3639831023162642,0.0,9.59679,1.6336524384071158,7.704673086714269,3240000
himalaya_tile_28.582269_29.082269_82.7881686_83.2881686,salida_dem_streamArea,1.4455530093765427,1.31951,0.5199951004356038,1.0,7.09572,2.325390360016383,8.10194332955152,3240000
himalaya_tile_28.582269_29.082269_82.7881686_83.2881686,salida_dem_surfaceRoughness,0.1030359058470463,0.0956359,0.05166350378398598,0.00527348,0.488529,0.7748399916443399,0.8241976133981606,3240000
himalaya_tile_28.582269_29.082269_82.7881686_83.2881686,salida_dem_tpi,0.1029831658525788,-3.1098749999999997,69.22859503368386,-470.544,533.941,0.1798783024867517,0.4181667351536702,3240000
nevada_tile_36.3481537_36.8481537_-115.148718_-114.648718,salida_dem_branchLength,2.1724626892253114,1.95664,1.2861845786660377,0.0,13.7549,1.4464480379773843,4.523415318618323,3240000
nevada_tile_36.3481537_36.8481537_-115.148718_-114.648718,salida_dem_curvProfile,7.116248435592434e-05,7.13537e-05,0.0014707863509581447,-0.0267562,0.0208764,-0.8241196831386951,10.401535185943398,3240000
nevada_tile_36.3481537_36.8481537_-115.148718_-114.648718,salida_dem_slopeGradient,0.16785375052317916,0.0867694,0.18795992535163467,0.0,4.7427,2.3101929974907547,9.604961834612697,3240000
nevada_tile_36.3481537_36.8481537_-115.148718_-114.648718,salida_dem_streamArea,1.2638181401481479,1.1487,0.36433480769135235,1.0,5.1614,2.6951710405716827,10.823735034223233,3240000
nevada_tile_36.3481537_36.8481537_-115.148718_-114.648718,salida_dem_surfaceRoughness,0.020000424977550915,0.006772395,0.027570496425036124,0.000231548,0.222983,1.9895495118184545,4.5408986210231275,3240000
nevada_tile_36.3481537_36.8481537_-115.148718_-114.648718,salida_dem_tpi,-0.008960978836860884,-0.827871,21.488947436178222,-183.064,191.055,1.0887979451349685,7.078659309979834,3240000
nevada_tile_36.8481537_37.3481537_-114.648718_-114.148718,salida_dem_branchLength,2.360105255913581,2.101,1.304411590450326,0.0,16.0692,1.4133795229770085,4.3026944453748746,3240000
nevada_tile_36.8481537_37.3481537_-114.648718_-114.148718,salida_dem_curvProfile,7.077176955209995e-05,8.977905e-05,0.001518235463069513,-0.0320767,0.0217728,-0.8539132866648221,10.006793358485128,3240000
nevada_tile_36.8481537_37.3481537_-114.648718_-114.148718,salida_dem_slopeGradient,0.1830043845278395,0.119659,0.18024938957196254,0.0,5.21641,2.37928987590042,13.619337341510825,3240000
nevada_tile_36.8481537_37.3481537_-114.648718_-114.148718,salida_dem_streamArea,1.289710632750001,1.1487,0.38595781335247725,1.0,5.84634,2.6878192944540413,10.965292310315645,3240000
nevada_tile_36.8481537_37.3481537_-114.648718_-114.148718,salida_dem_surfaceRoughness,0.02104966476932068,0.0114058,0.025672321953067453,0.000206419,0.310408,2.046687488158588,6.102407290935577,3240000
nevada_tile_36.8481537_37.3481537_-114.648718_-114.148718,salida_dem_tpi,-0.0032991217561783876,-0.8130175,22.175321251522647,-161.595,314.879,1.2092638329899703,7.240026022213172,3240000
nouvelle_aquitaine_45.0_45.5_1.0_1.5,salida_dem_branchLength,2.221076309635803,2.101,1.013532812098127,0.0,8.02661,0.49100931995795627,0.8994961289384675,3240000
nouvelle_aquitaine_45.0_45.5_1.0_1.5,salida_dem_curvProfile,-2.295931811666889e-05,-7.604455e-06,0.0005780213182609928,-0.0105625,0.00450032,-4.804706423833649,58.91096761698354,3239802
nouvelle_aquitaine_45.0_45.5_1.0_1.5,salida_dem_slopeGradient,0.06745034501590123,0.0559744,0.05061181182492608,0.0,0.736728,1.7330028971299656,4.943367118535304,3240000
nouvelle_aquitaine_45.0_45.5_1.0_1.5,salida_dem_streamArea,1.2740687899413576,1.1487,0.3282789437490161,1.0,4.07379,1.9049222490655278,4.902117608172819,3240000
nouvelle_aquitaine_45.0_45.5_1.0_1.5,salida_dem_surfaceRoughness,0.0029913734757469165,0.002264565,0.002462825979870956,0.000136873,0.0265921,2.2994726254855173,8.836929948844926,3240000
nouvelle_aquitaine_45.0_45.5_1.0_1.5,salida_dem_tpi,0.002021975140917339,0.110933,13.042108344696373,-92.8798,74.4573,-0.09389570083828126,1.5199994217575448,3240000
nouvelle_aquitanie_45.5_46.0_1.5_2.0,salida_dem_branchLength,2.3304601129999996,2.19737,1.074435062897121,0.0,8.77161,0.5637263654888272,1.0679654542921355,3240000
nouvelle_aquitanie_45.5_46.0_1.5_2.0,salida_dem_curvProfile,-6.6971451915748685e-06,2.047225e-06,0.0005255901058802033,-0.0101968,0.00492228,-3.9965039313618647,52.115202008164765,3231152
nouvelle_aquitanie_45.5_46.0_1.5_2.0,salida_dem_slopeGradient,0.07185857174224072,0.0609336,0.049175024292304706,0.0,0.564686,1.371798145022504,2.8804511560222537,3240000
nouvelle_aquitanie_45.5_46.0_1.5_2.0,salida_dem_streamArea,1.2913415315216046,1.1487,0.34201806642488275,1.0,4.46368,1.912067228843694,5.0233274852526275,3240000
nouvelle_aquitanie_45.5_46.0_1.5_2.0,salida_dem_surfaceRoughness,0.0031064817188428324,0.002717225,0.0018517907463574412,-2.13829e-13,0.020697,1.9294620673921603,6.932381351832593,3240000
nouvelle_aquitanie_45.5_46.0_1.5_2.0,salida_dem_tpi,0.004453741995706387,-0.5076375,13.732820038268141,-72.0693,71.2263,0.16581890262804053,0.6482278231106862,3240000
output_mont,salida_dem_branchLength,3.187485257985376,2.79793,1.5780110437975372,0.0,13.0355,1.4587057010393625,2.8289242838761197,418609
output_mont,salida_dem_curvProfile,3.9985995943284485e-05,6.593575e-05,0.0008909940830297145,-0.00871878,0.0066721,-0.7792977314488199,5.5599200661037695,418606
output_mont,salida_dem_slopeGradient,0.5114143599381236,0.477929,0.2895007634442636,0.0,3.40507,1.0884849033701804,2.9068919454369606,418609
output_mont,salida_dem_streamArea,1.4095107248769139,1.24573,0.503744946724513,1.0,6.12408,2.6399826771637374,9.768122214456604,418609
output_mont,salida_dem_surfaceRoughness,0.09440915192791365,0.0934527,0.03901978621774031,0.00095339,0.254333,0.3429764248902413,0.40431401405057965,418609
output_mont,salida_dem_tpi,0.2658629374250388,-6.86454,179.81518196804473,-658.325,976.818,0.21906050149270043,0.0045297518563738315,418609
sahara_tile_27.8639743_28.3639743_3.5050733_4.0050733,salida_dem_branchLength,1.5934645869753088,1.55377,0.7833324058694109,0.0,6.06622,0.038228369491121635,0.6296242851495033,3240000
sahara_tile_27.8639743_28.3639743_3.5050733_4.0050733,salida_dem_curvProfile,2.1867936029956895e-05,3.61312e-05,0.0008985015881603177,-0.0131573,0.00828875,-1.0561468664077305,10.076882241807159,3240000
sahara_tile_27.8639743_28.3639743_3.5050733_4.0050733,salida_dem_slopeGradient,0.07661391530830246,0.0547992,0.07538185482127743,0.0,1.14725,3.197181461011042,15.112229592375602,3240000
sahara_tile_27.8639743_28.3639743_3.5050733_4.0050733,salida_dem_streamArea,1.183805852740741,1.1487,0.246662822333269,1.0,3.86188,1.8718441838417637,4.4077215713337266,3240000
sahara_tile_27.8639743_28.3639743_3.5050733_4.0050733,salida_dem_surfaceRoughness,0.004881191831730865,0.00261654,0.007662690168848494,0.000294598,0.0708879,3.831055005112237,16.321713427408056,3240000
sahara_tile_27.8639743_28.3639743_3.5050733_4.0050733,salida_dem_tpi,-0.004551582269813533,-0.244303,8.452426482653276,-73.1492,110.377,1.1117541656576222,12.85512919629629,3240000
sahara_tile_27.8639743_28.3639743_4.0050733_4.5050733,salida_dem_branchLength,1.339848842635802,1.41421,0.7254963879727165,0.0,5.30492,-0.006168733399150426,0.5346713659025881,3240000
sahara_tile_27.8639743_28.3639743_4.0050733_4.5050733,salida_dem_curvProfile,1.0362776973460847e-05,2.18083e-05,0.0007808079091305827,-0.0116588,0.00714519,-2.154563017686535,21.477308273059066,3240000
sahara_tile_27.8639743_28.3639743_4.0050733_4.5050733,salida_dem_slopeGradient,0.056412492863055566,0.0399185,0.06109950086290156,0.0,0.83377,3.5727020858791594,17.308167685437986,3240000
sahara_tile_27.8639743_28.3639743_4.0050733_4.5050733,salida_dem_streamArea,1.1499396775679012,1.0,0.21569487757266026,1.0,3.17374,1.9176944731427914,4.590403167396912,3240000
sahara_tile_27.8639743_28.3639743_4.0050733_4.5050733,salida_dem_surfaceRoughness,0.0029768966491104955,0.00105025,0.005245560192165066,0.000245939,0.0641192,4.280004898392541,23.96040017879159,3240000
sahara_tile_27.8639743_28.3639743_4.0050733_4.5050733,salida_dem_tpi,-0.002218909269437373,-0.2997065,5.968365360739954,-50.3452,102.141,2.1784171123340963,18.092461046968573,3240000
